Date,AAPL,JPM,SPY,TSLA,XOM
2021-03-30,117.29105377197266,138.8286590576172,374.0191650390625,211.8733367919922,48.41645431518555
2021-03-31,119.49211883544922,136.80661010742188,375.53515625,222.64332580566406,47.68196487426758
2021-04-01,120.3235855102539,138.1366729736328,379.59063720703125,220.5833282470703,49.01430130004883
2021-04-05,123.1604995727539,138.868896484375,385.0389709472656,230.35000610351562,48.254180908203125
2021-04-06,123.46376037597656,137.892578125,384.8114929199219,230.5399932861328,48.1175422668457
2021-04-07,125.11698913574219,140.05307006835938,385.2568664550781,223.6566619873047,48.331050872802734
2021-04-08,127.5234375,140.224853515625,387.0855712890625,227.93333435058594,47.8271598815918
2021-04-09,130.10601806640625,141.27345275878906,389.8997802734375,225.67333984375,47.71612548828125
2021-04-12,128.38430786132812,140.97512817382812,390.0418395996094,233.9933319091797,47.40012741088867
2021-04-13,131.50486755371094,139.29373168945312,391.1979064941406,254.10667419433594,47.5794792175293
2021-04-14,129.1571044921875,136.6903076171875,389.86187744140625,244.07666015625,48.95451736450195
2021-04-15,131.5733642578125,137.55810546875,394.04998779296875,246.28334045410156,48.66414260864258
2021-04-16,131.24078369140625,138.57962036132812,395.3670654296875,246.5933380126953,48.390838623046875
2021-04-19,131.9059600830078,137.99200439453125,393.4245300292969,238.2100067138672,48.237098693847656
2021-04-20,130.21359252929688,134.9365997314453,390.5440673828125,239.663330078125,47.22077941894531
2021-04-21,130.59507751464844,136.08460998535156,394.23944091796875,248.0399932861328,47.8271598815918
2021-04-22,129.0690460205078,133.21900939941406,390.63885498046875,239.89666748046875,47.203697204589844
2021-04-23,131.39727783203125,135.76821899414062,394.8742980957031,243.13333129882812,47.45991134643555
2021-04-26,131.78860473632812,136.10272216796875,395.6986999511719,246.06666564941406,47.55386734008789
2021-04-27,131.46575927734375,136.7264404296875,395.6133728027344,234.913330078125,48.177310943603516
2021-04-28,130.67337036132812,137.6123504638672,395.49969482421875,231.46665954589844,49.62921142578125
2021-04-29,130.57554626464844,140.28811645507812,398.02008056640625,225.6666717529297,50.33808135986328
2021-04-30,128.59950256347656,139.04063415527344,395.4049072265625,236.47999572753906,48.886192321777344
2021-05-03,129.65597534179688,138.63385009765625,396.2577209472656,228.3000030517578,50.23558807373047
2021-05-04,125.06806182861328,140.55026245117188,393.8130798339844,224.53334045410156,50.55158996582031
2021-05-05,125.3126449584961,142.39439392089844,393.936279296875,223.64666748046875,52.07181930541992
2021-05-06,126.91694641113281,145.26002502441406,397.08203125,221.17999267578125,52.56716537475586
2021-05-07,127.59310150146484,145.75717163085938,399.97198486328125,224.1233367919922,53.31874084472656
2021-05-10,124.30060577392578,145.73910522460938,396.0113525390625,209.67999267578125,53.44684982299805
2021-05-11,123.37950134277344,143.31643676757812,392.4770202636719,205.73333740234375,51.747276306152344
2021-05-12,120.30259704589844,142.3311004638672,384.13873291015625,196.6300048828125,52.02455139160156
2021-05-13,122.45840454101562,145.99221801757812,388.7532653808594,190.56333923339844,51.38334655761719
2021-05-14,124.88854217529297,148.2611541748047,394.72271728515625,196.5800018310547,52.65711212158203
2021-05-17,123.73226165771484,148.85780334472656,393.71832275390625,192.27667236328125,53.88752746582031
2021-05-18,122.34080505371094,146.76058959960938,390.3260803222656,192.6233367919922,52.362491607666016
2021-05-19,122.18402862548828,145.63966369628906,389.3028564453125,187.82000732421875,51.10606384277344
2021-05-20,124.75135803222656,145.38656616210938,393.49090576171875,195.5933380126953,50.98475646972656
2021-05-21,122.90914154052734,147.04078674316406,393.168701171875,193.6266632080078,51.054073333740234
2021-05-24,124.54556274414062,147.83631896972656,397.17681884765625,202.14666748046875,51.65196228027344
2021-05-25,124.3495864868164,146.30860900878906,396.2955627441406,201.56333923339844,50.482181549072266
2021-05-26,124.30060577392578,146.29055786132812,397.08203125,206.3766632080078,51.071414947509766
2021-05-27,122.76214599609375,148.56857299804688,397.2904968261719,210.28334045410156,50.74213790893555
2021-05-28,122.10562133789062,148.46913146972656,398.0011901855469,208.4066619873047,50.5775032043457
2021-06-01,121.7822494506836,150.10531616210938,397.6506042480469,207.96665954589844,52.38848876953125
2021-06-02,122.54658508300781,150.11436462402344,398.27587890625,201.7066650390625,52.804405212402344
2021-06-03,121.05713653564453,150.2137908935547,396.7977600097656,190.94667053222656,53.012367248535156
2021-06-04,123.35990142822266,150.45785522460938,400.42681884765625,199.68333435058594,53.24631881713867
2021-06-07,123.36968994140625,149.7527618408203,400.0383605957031,201.7100067138672,52.89971923828125
2021-06-08,124.19281005859375,149.15611267089844,400.1236572265625,201.19667053222656,53.83553695678711
2021-06-09,124.57496643066406,147.29393005371094,399.5267333984375,199.5933380126953,54.28611373901367
2021-06-10,123.57546997070312,144.99781799316406,401.38385009765625,203.3733367919922,54.372764587402344
2021-06-11,124.79055786132812,144.8983917236328,402.04705810546875,203.29666137695312,53.87019348144531
2021-06-14,127.85765838623047,142.43959045410156,402.947265625,205.89666748046875,53.783546447753906
2021-06-15,127.03455352783203,140.27908325195312,402.2082214355469,199.7866668701172,55.74184036254883
2021-06-16,127.53426361083984,141.26441955566406,399.9625244140625,201.6233367919922,55.542537689208984
2021-06-17,129.14129638671875,137.18748474121094,399.8299255371094,205.53334045410156,53.71422576904297
2021-06-18,127.83809661865234,133.71620178222656,394.43597412109375,207.77000427246094,52.336509704589844
2021-06-21,129.6410675048828,135.98516845703125,400.0827331542969,206.94332885742188,54.23412322998047
2021-06-22,131.28729248046875,135.78631591796875,402.2217102050781,207.90333557128906,55.27392578125
2021-06-23,131.01292419433594,136.60894775390625,401.73687744140625,218.85667419433594,55.681182861328125
2021-06-24,130.72874450683594,137.86546325683594,404.11346435546875,226.60667419433594,55.906455993652344
2021-06-25,130.43479919433594,139.25759887695312,405.54888916015625,223.9566650390625,56.02778625488281
2021-06-28,132.07122802734375,139.51071166992188,406.366455078125,229.57333374023438,54.598060607910156
2021-06-29,133.59007263183594,139.33897399902344,406.5850524902344,226.9199981689453,54.2601203918457
2021-06-30,134.20741271972656,140.6044921875,406.92730712890625,226.56666564941406,54.65870666503906
2021-07-01,134.51119995117188,141.99664306640625,409.1802978515625,225.97332763671875,54.81468200683594
2021-07-02,137.14710998535156,141.86026000976562,412.307861328125,226.3000030517578,54.736698150634766
2021-07-06,139.1656951904297,139.47817993164062,411.5568542480469,219.86000061035156,53.17699432373047
2021-07-07,141.6644744873047,139.64183044433594,413.0113220214844,214.88333129882812,52.34516143798828
2021-07-08,140.3612060546875,137.2324981689453,409.6461486816406,217.60333251953125,52.11121368408203
2021-07-09,142.19363403320312,141.62387084960938,414.01898193359375,218.98333740234375,53.055686950683594
2021-07-12,141.5958709716797,143.6513671875,415.50201416015625,228.56666564941406,53.003700256347656
2021-07-13,142.71295166015625,141.51475524902344,414.0856018066406,222.84666442871094,52.752410888671875
2021-07-14,146.1524200439453,141.03289794921875,414.7034606933594,217.7933349609375,51.582637786865234
2021-07-15,145.49588012695312,141.342041015625,413.2870178222656,216.86666870117188,51.080074310302734
2021-07-16,143.44789123535156,138.11439514160156,410.0453186035156,214.74000549316406,49.66767501831055
2021-07-19,139.58706665039062,133.62301635742188,403.9898986816406,215.4066619873047,47.96067810058594
2021-07-20,143.21270751953125,136.1142120361328,409.7792053222656,220.1666717529297,48.48924255371094
2021-07-21,142.47775268554688,138.97813415527344,413.0969543457031,218.42999267578125,50.04894256591797
2021-07-22,143.84963989257812,137.223388671875,413.9620056152344,216.4199981689453,49.4857177734375
2021-07-23,145.57424926757812,136.9597625732422,418.2208251953125,214.4600067138672,49.425071716308594
2021-07-26,145.9956512451172,137.87799072265625,419.2475280761719,219.2066650390625,50.67281723022461
2021-07-27,143.8202667236328,137.69618225097656,417.33673095703125,214.92666625976562,50.10958480834961
2021-07-28,142.06622314453125,137.9235076904297,417.1656799316406,215.66000366210938,50.447532653808594
2021-07-29,142.71295166015625,139.1054229736328,418.8958435058594,225.78334045410156,51.062744140625
2021-07-30,142.92855834960938,137.99620056152344,416.8614196777344,229.06666564941406,49.884307861328125
2021-08-02,142.5953826904297,137.44161987304688,415.9868469238281,236.55667114257812,49.89297103881836
2021-08-03,144.39840698242188,139.0054168701172,419.37115478515625,236.5800018310547,50.43020248413086
2021-08-04,143.9966583251953,137.5052490234375,417.3081970214844,236.97332763671875,49.251766204833984
2021-08-05,144.1044464111328,139.24179077148438,419.9509582519531,238.2100067138672,49.56370544433594
2021-08-06,143.41748046875,143.19676208496094,420.64483642578125,233.03334045410156,50.13558578491211
2021-08-09,143.36839294433594,143.04222106933594,420.3027038574219,237.9199981689453,49.56370544433594
2021-08-10,142.8875274658203,144.79690551757812,420.82550048828125,236.663330078125,50.41286849975586
2021-08-11,143.14268493652344,146.5243682861328,421.8712158203125,235.94000244140625,50.5601692199707
2021-08-12,146.11624145507812,147.09716796875,423.1355285644531,240.75,50.44582748413086
2021-08-13,146.32235717773438,145.45152282714844,423.9056396484375,239.05667114257812,49.93564987182617
2021-08-16,148.30470275878906,144.49688720703125,424.9037780761719,228.72332763671875,49.20557403564453
2021-08-17,147.39202880859375,142.75125122070312,422.118408203125,221.90333557128906,48.87132263183594
2021-08-18,143.6333770751953,141.4510955810547,417.49835205078125,229.663330078125,47.842166900634766
2021-08-19,143.96705627441406,140.26918029785156,418.144775390625,224.49000549316406,46.38201141357422
2021-08-20,145.42929077148438,140.6692352294922,421.47198486328125,226.75332641601562,46.390811920166016
2021-08-23,146.92100524902344,142.46939086914062,425.17950439453125,235.43333435058594,48.299564361572266
2021-08-24,146.83265686035156,143.35128784179688,425.8544006347656,236.163330078125,48.695396423339844
2021-08-25,145.59609985351562,146.30615234375,426.7480163574219,237.06666564941406,48.78335189819336
2021-08-26,144.79141235351562,147.06080627441406,424.2287902832031,233.72000122070312,48.12364196777344
2021-08-27,145.83164978027344,148.2427520751953,428.0218200683594,237.30667114257812,49.05604553222656
2021-08-30,150.26742553710938,145.86978149414062,429.9040832519531,243.6366729736328,48.51947784423828
2021-08-31,149.00146484375,145.42425537109375,429.26715087890625,245.24000549316406,47.95652389526367
2021-09-01,149.66876220703125,145.21514892578125,429.4952697753906,244.69667053222656,47.29681396484375
2021-09-02,150.78758239746094,145.88796997070312,430.8166809082031,244.1300048828125,48.44911193847656
2021-09-03,151.42544555664062,145.00604248046875,430.7121276855469,244.52333068847656,48.264381408691406
2021-09-07,153.7709503173828,144.75148010253906,429.1720886230469,250.97332763671875,47.982906341552734
2021-09-08,152.2203826904297,144.10592651367188,428.64923095703125,251.2899932861328,47.54310607910156
2021-09-09,151.19972229003906,144.73329162597656,426.81451416015625,251.6199951171875,47.57828903198242
2021-09-10,146.1947479248047,143.0694580078125,423.4493103027344,245.42333984375,47.48152542114258
2021-09-13,146.76394653320312,145.3424072265625,424.532958984375,247.6666717529297,48.704185485839844
2021-09-14,145.36058044433594,142.80584716796875,422.2420349121094,248.163330078125,48.0092887878418
2021-09-15,146.25363159179688,143.79684448242188,425.76885986328125,251.94332885742188,49.627784729003906
2021-09-16,146.01809692382812,143.73313903808594,425.09393310546875,252.3300018310547,49.10001754760742
2021-09-17,143.33895874023438,143.3604278564453,420.95306396484375,253.163330078125,48.51947784423828
2021-09-20,140.27706909179688,139.06906127929688,413.9339904785156,243.38999938964844,47.226444244384766
2021-09-21,140.75794982910156,139.08724975585938,413.5429382324219,246.4600067138672,47.18244934082031
2021-09-22,143.13287353515625,141.7511444091797,417.57696533203125,250.64666748046875,48.56344985961914
2021-09-23,144.09461975097656,146.5425567626953,422.6506042480469,251.2133331298828,50.208335876464844
2021-09-24,144.1829376220703,148.233642578125,423.3467102050781,258.1300048828125,50.65692901611328
2021-09-27,142.66184997558594,151.8158416748047,422.1356201171875,263.78668212890625,52.16106033325195
2021-09-28,139.2662811279297,150.99755859375,413.6287536621094,259.1866760253906,52.70643615722656
2021-09-29,140.1691436767578,150.87936401367188,414.32501220703125,260.4366760253906,52.67124938964844
2021-09-30,138.8638916015625,148.82464599609375,409.26092529296875,258.49334716796875,51.73885726928711
2021-10-01,139.9925079345703,151.95225524902344,414.1247253417969,258.40667724609375,53.594844818115234
2021-10-04,136.54788208007812,151.78855895996094,408.7840881347656,260.510009765625,54.28973388671875
2021-10-05,138.48118591308594,154.26731872558594,413.03753662109375,260.1966552734375,54.20177459716797
2021-10-06,139.3546142578125,154.5966033935547,414.7541198730469,260.9166564941406,53.20781707763672
2021-10-07,140.62054443359375,155.5752716064453,418.3399658203125,264.53668212890625,53.35734939575195
2021-10-08,140.2378387451172,155.69418334960938,417.57696533203125,261.8299865722656,54.69435501098633
2021-10-11,140.1494903564453,152.419677734375,414.5538635253906,263.9800109863281,54.14899444580078
2021-10-12,138.8737030029297,151.2489471435547,413.5334167480469,268.5733337402344,53.86752700805664
2021-10-13,138.284912109375,147.260986328125,415.0211181640625,270.3599853515625,53.717979431152344
2021-10-14,141.08181762695312,149.52020263671875,422.0020446777344,272.7733459472656,54.5360221862793
2021-10-15,142.1416778564453,152.39222717285156,425.21600341796875,281.010009765625,55.054996490478516
2021-10-18,143.81985473632812,152.33737182617188,426.474853515625,290.03668212890625,55.02861404418945
2021-10-19,145.98863220214844,154.1850128173828,429.76507568359375,288.0899963378906,55.8554573059082
2021-10-20,146.47933959960938,156.26126098632812,431.4530334472656,288.6000061035156,56.16331481933594
2021-10-21,146.6952362060547,155.03562927246094,432.5783386230469,298.0,55.14295959472656
2021-10-22,145.91998291015625,157.1210479736328,432.1300964355469,303.2266540527344,55.52119827270508
2021-10-25,145.87086486816406,156.35275268554688,434.4476013183594,341.6199951171875,56.603118896484375
2021-10-26,146.5382080078125,156.7734832763672,434.83856201171875,339.4766540527344,57.91374588012695
2021-10-27,146.07699584960938,153.50816345214844,432.912109375,345.9533386230469,56.409603118896484
2021-10-28,149.7277069091797,155.82223510742188,437.08929443359375,359.0133361816406,56.56793212890625
2021-10-29,147.00927734375,155.39236450195312,437.9761657714844,371.3333435058594,56.708675384521484
2021-11-01,146.18495178222656,155.3100128173828,438.72955322265625,402.86334228515625,57.7290153503418
2021-11-02,147.2252197265625,155.9228515625,440.5033264160156,390.6666564941406,57.01654052734375
2021-11-03,148.6678009033203,155.9777374267578,443.1927490234375,404.6199951171875,56.233680725097656
2021-11-04,148.14767456054688,153.9288787841797,445.2813415527344,409.9700012207031,56.65590286254883
2021-11-05,148.67837524414062,153.70938110351562,446.8262939453125,407.36334228515625,57.19245910644531
2021-11-08,147.85281372070312,154.63316345214844,447.207763671875,387.64666748046875,57.80818557739258
2021-11-09,148.2164764404297,153.46238708496094,445.7295227050781,341.1666564941406,58.37114715576172
2021-11-10,145.37615966796875,153.3160400390625,442.1437683105469,355.98333740234375,57.221195220947266
2021-11-11,145.3270263671875,153.30690002441406,442.2867126464844,354.5033264160156,57.32815933227539
2021-11-12,147.4105987548828,152.62091064453125,445.6246032714844,344.47332763671875,56.891357421875
2021-11-15,147.42039489746094,152.3465118408203,445.7772216796875,337.7966613769531,57.38165283203125
2021-11-16,148.4031982421875,151.2489471435547,447.5415344238281,351.57666015625,57.96107864379883
2021-11-17,150.85037231445312,150.4348602294922,446.45440673828125,363.0033264160156,57.32815933227539
2021-11-18,155.155029296875,149.1360321044922,447.970703125,365.4599914550781,56.70416259765625
2021-11-19,157.78895568847656,147.1877899169922,447.169677734375,379.0199890136719,54.083335876464844
2021-11-22,158.25088500976562,150.3251190185547,445.9107971191406,385.6233215332031,54.83214569091797
2021-11-23,158.63417053222656,153.91970825195312,446.5020446777344,369.6766662597656,56.276275634765625
2021-11-24,159.15509033203125,152.71238708496094,447.69415283203125,372.0,56.58827209472656
2021-11-26,154.11328125,148.1116180419922,437.7091064453125,360.6400146484375,54.60037612915039
2021-11-29,157.4842987060547,147.47134399414062,443.0783386230469,378.9966735839844,54.90345764160156
2021-11-30,162.4573211669922,145.2761688232422,434.4571228027344,381.586669921875,53.343448638916016
2021-12-01,161.93638610839844,144.41636657714844,429.6315002441406,365.0,53.29888153076172
2021-12-02,160.94375610351562,147.4530487060547,436.2118225097656,361.5333251953125,54.627113342285156
2021-12-03,159.05679321289062,144.7822265625,432.41619873046875,338.3233337402344,54.27945327758789
2021-12-06,162.47695922851562,146.49264526367188,437.5374755859375,336.336669921875,54.89454650878906
2021-12-07,168.2361602783203,148.69700622558594,446.587890625,350.5833435058594,55.50963592529297
2021-12-08,172.06912231445312,146.99574279785156,447.7704162597656,356.32000732421875,55.67009353637695
2021-12-09,171.55801391601562,146.76707458496094,444.747314453125,334.6000061035156,55.81272888183594
2021-12-10,176.36395263671875,146.1816864013672,448.9338684082031,339.010009765625,56.16929626464844
2021-12-13,172.7177734375,144.44381713867188,444.95709228515625,322.13665771484375,54.939117431640625
2021-12-14,171.33201599121094,145.55056762695312,441.895751953125,319.5033264160156,54.858890533447266
2021-12-15,176.2165069580078,144.46209716796875,448.8004150390625,325.3299865722656,54.618202209472656
2021-12-16,169.29759216308594,146.72132873535156,444.8426513671875,308.97332763671875,54.70734405517578
2021-12-17,168.1968536376953,143.3828125,440.10821533203125,310.8566589355469,53.512821197509766
2021-12-20,166.8307647705078,140.803466796875,435.4283447265625,299.9800109863281,52.737274169921875
2021-12-21,170.0150604248047,142.76995849609375,443.1611633300781,312.84332275390625,53.931800842285156
2021-12-22,172.61944580078125,143.32789611816406,447.5921936035156,336.2900085449219,54.36860656738281
2021-12-23,173.24844360351562,143.84011840820312,450.3771057128906,355.6666564941406,54.39534378051758
2021-12-27,177.22882080078125,144.663330078125,456.7509460449219,364.64666748046875,55.17089080810547
2021-12-28,176.20668029785156,145.10235595703125,456.3777160644531,362.8233337402344,54.99259948730469
2021-12-29,176.29515075683594,145.02919006347656,456.9614562988281,362.0633239746094,54.511234283447266
2021-12-30,175.13546752929688,144.95602416992188,455.69818115234375,356.7799987792969,54.19031524658203
2021-12-31,174.51629638671875,144.8371124267578,454.54974365234375,352.260009765625,54.54689025878906
2022-01-03,178.87991333007812,147.9012451171875,457.18157958984375,399.9266662597656,56.64175796508789
2022-01-04,176.609619140625,153.50816345214844,457.0284729003906,383.1966552734375,58.77229309082031
2022-01-05,171.91183471679688,150.70167541503906,448.2525329589844,362.7066650390625,59.50326156616211
2022-01-06,169.0420684814453,152.30276489257812,447.8314514160156,354.8999938964844,60.90281677246094
2022-01-07,169.20913696289062,153.81179809570312,446.0609436035156,342.32000732421875,61.40201950073242
2022-01-10,169.2288055419922,153.95901489257812,445.505859375,352.7066650390625,61.03652572631836
2022-01-11,172.06912231445312,154.11541748046875,449.5636291503906,354.79998779296875,63.60385513305664
2022-01-12,172.5113525390625,154.9895782470703,450.7790832519531,368.739990234375,63.41665267944336
2022-01-13,169.2288055419922,154.7963409423828,444.56793212890625,343.85333251953125,62.96202850341797
2022-01-14,170.09368896484375,145.28201293945312,444.74981689453125,349.8699951171875,64.0674057006836
2022-01-18,166.87991333007812,139.1906280517578,436.87353515625,343.5033264160156,65.14604949951172
2022-01-19,163.3712615966797,137.03749084472656,432.337158203125,331.8833312988281,65.17279052734375
2022-01-20,161.6808319091797,135.86891174316406,427.5520935058594,332.0899963378906,65.31541442871094
2022-01-21,159.6170196533203,133.49493408203125,419.15887451171875,314.6333312988281,64.3348388671875
2022-01-24,158.84054565429688,133.37530517578125,420.93896484375,310.0,64.88752746582031
2022-01-25,157.03219604492188,134.82916259765625,415.79974365234375,306.1333312988281,66.79519653320312
2022-01-26,156.9437713623047,136.10818481445312,414.7565612792969,312.4700012207031,66.11771392822266
2022-01-27,156.48182678222656,133.70657348632812,412.70849609375,276.3666687011719,66.9645767211914
2022-01-28,167.40077209472656,134.90277099609375,422.9582824707031,282.1166687011719,67.10720825195312
2022-01-31,171.7742462158203,136.73387145996094,430.5762634277344,312.239990234375,67.71337890625
2022-02-01,171.60716247558594,139.08023071289062,433.4856262207031,310.4166564941406,72.05467224121094
2022-02-02,172.8160400390625,137.96685791015625,437.696533203125,301.88665771484375,71.86746978759766
2022-02-03,169.92660522460938,136.8258819580078,427.40850830078125,297.0466613769531,71.02952575683594
2022-02-04,169.64120483398438,140.37765502929688,429.4182434082031,307.7733459472656,72.57172393798828
2022-02-07,168.9228515625,140.84693908691406,428.0401306152344,302.4466552734375,73.44530487060547
2022-02-08,172.04229736328125,143.49693298339844,431.56195068359375,307.3333435058594,71.54654693603516
2022-02-09,173.46917724609375,144.0950469970703,437.8783874511719,310.6666564941406,71.20404052734375
2022-02-10,169.37550354003906,143.49693298339844,430.0115966796875,301.51666259765625,70.51905059814453
2022-02-11,165.9510040283203,141.62905883789062,421.5323181152344,286.6666564941406,72.29463195800781
2022-02-14,166.1871795654297,140.313232421875,420.15423583984375,291.9200134277344,71.18602752685547
2022-02-15,170.03482055664062,142.3651580810547,426.929931640625,307.4766540527344,70.2937240600586
2022-02-16,169.79869079589844,142.62278747558594,427.40850830078125,307.7966613769531,70.6181869506836
2022-02-17,166.1871795654297,139.337890625,418.2784118652344,292.1166687011719,70.51004028320312
2022-02-18,164.63238525390625,139.9911651611328,415.57000732421875,285.6600036621094,69.72588348388672
2022-02-22,161.69992065429688,139.74273681640625,411.11029052734375,273.84332275390625,68.91470336914062
2022-02-23,157.51766967773438,136.81663513183594,403.8177490234375,254.67999267578125,69.19412231445312
2022-02-24,160.1450958251953,133.0072479248047,409.8948059082031,266.92333984375,68.31985473632812
2022-02-25,162.22145080566406,136.1541748046875,418.93878173828125,269.9566650390625,70.15850067138672
2022-02-28,162.4871368408203,130.47683715820312,417.8669128417969,290.1433410644531,70.6812744140625
2022-03-01,160.59774780273438,125.55406951904297,411.5027160644531,288.1233215332031,71.3572769165039
2022-03-02,163.90415954589844,128.15809631347656,419.0728454589844,293.2966613769531,72.58306121826172
2022-03-03,163.57943725585938,127.24714660644531,416.9864501953125,279.7633361816406,73.04273986816406
2022-03-04,160.5682373046875,123.66773986816406,413.5986022949219,279.42999267578125,75.791748046875
2022-03-07,156.7599334716797,118.89221954345703,401.4060363769531,268.1933288574219,78.52275085449219
2022-03-08,154.9296112060547,118.05487060546875,398.3627014160156,274.79998779296875,79.11759948730469
2022-03-09,160.35174560546875,122.78441619873047,409.0431213378906,286.3233337402344,74.62004852294922
2022-03-10,155.9923858642578,121.3305892944336,407.196044921875,279.4333190917969,76.93641662597656
